title,release_year,locations,fun_facts,production_company,distributor,director,writer,actor_1,actor_2,actor_3,state,city,point,supervisor_district,data_loaded_at,analysis_neighborhood,longitude,data_as_of,latitude
Contagion,2011,Taylor Street between Union and Filbert Streets,,The Keres Corporation,Warner Bros. Pictures,Steven Soderbergh,Scott Z. Burns,Matt Damon,Laurence Fishburn,Jude Law,CA,San Francisco,POINT (-122.4140253 37.7999239),3,2026-02-20T16:44:43.000,Russian Hill,-122.4140253,2026-02-20T16:37:46.000,37.7999239
Jade,1995,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,Chazz Palminteri,CA,San Francisco,POINT (-122.4100923 37.7923883),3,2026-02-20T16:44:43.000,Nob Hill,-122.4100923,2026-02-20T16:37:46.000,37.7923883
D.O.A,1950,Westin St. Francis Hotel (335 Powell Street),"The hotel was originally supposed to be named the Crocker Hotel, after Charles Founder the railroad magnate who founded it. However, the hotel took the name the St. Francis after one of the earliest Gold Rush hotels.",Cardinal Pictures,United Artists,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler,CA,San Francisco,POINT (-122.4087206 37.7877854),3,2026-02-20T16:44:43.000,Tenderloin,-122.4087206,2026-02-20T16:37:46.000,37.7877854
Venom,2018,"North Beach: Kearny/Vallejo, Kearny/Broadway, Broadway/Columbus",Motorcycle/SUV chase scene,"L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing",Ruben Fleischer,"Jeff Pinkner, Scott Rosenberg",Tom Hardy,Michelle Wiliams,Riz Ahmed,CA,San Francisco,POINT (-122.405533 37.7966713),3,2026-02-20T16:44:43.000,Chinatown,-122.405533,2026-02-20T16:37:46.000,37.7966713
The OA Part II,2019,Broadway Tunnel,,Lunar Mining LLC,Netflix,Zal Batmanglij,"Zal Batmanglij, Brit Marling",Brit Marling,Emory Cohen,Patrick Gibson,CA,San Francisco,POINT (-122.4149779 37.7966511),3,2026-02-20T16:44:43.000,Nob Hill,-122.4149779,2026-02-20T16:37:46.000,37.7966511
Jade,1995,Palace of Fine Arts,"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.",Paramount Pictures,Paramount Pictures,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino,Chazz Palminteri,CA,San Francisco,POINT (-122.4484231 37.8029308),2,2026-02-20T16:44:43.000,Marina,-122.4484231,2026-02-20T16:37:46.000,37.8029308
Basic Instinct,1992,Gibb Street (Chinatown),,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,CA,San Francisco,POINT (-122.4043576 37.7960306),3,2026-02-20T16:44:43.000,Chinatown,-122.4043576,2026-02-20T16:37:46.000,37.7960306
Looking,2014,Bay Bridge,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,CA,San Francisco,POINT (-122.3648992 37.8102258),6,2026-02-20T16:44:43.000,Treasure Island,-122.3648992,2026-02-20T16:37:46.000,37.8102258
San Andreas,2015,Washington Square,,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb,Dwayne Johnson,,,CA,San Francisco,POINT (-122.4102464 37.8007752),3,2026-02-20T16:44:43.000,North Beach,-122.4102464,2026-02-20T16:37:46.000,37.8007752
Chance - Season 1 Pilot,2016,60 Leavenworth St.,,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,CA,San Francisco,POINT (-122.4135414 37.7812278),5,2026-02-20T16:44:43.000,Tenderloin,-122.4135414,2026-02-20T16:37:46.000,37.7812278
Looking Season 2 ep 203,2015,770 Haight Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,CA,San Francisco,POINT (-122.43489 37.771831),5,2026-02-20T16:44:43.000,Haight Ashbury,-122.43489,2026-02-20T16:37:46.000,37.771831
Beautiful Boy,2018,Ohloff Recovery Center (601 Steiner St),,Big Indie Pictures,Amazon Studios,Felix van Groeningen,Luke Davies,Steve Carell,Timothee Chalamet,Maura Tierney,CA,San Francisco,POINT (-122.433055 37.774868),5,2026-02-20T16:44:43.000,Hayes Valley,-122.433055,2026-02-20T16:37:46.000,37.774868
Sense8 - Season 2,2016,Grant between Sacramento and Jack Kerouac Alley,,"Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,CA,San Francisco,POINT (-122.4068124 37.7975023),3,2026-02-20T16:44:43.000,Chinatown,-122.4068124,2026-02-20T16:37:46.000,37.7975023
Americana,2015,John Shelley Drive John McLaren Park,,Sutro Films LLC,,Zachary Shedd,Zachary Shedd,Kelli Garner,Jack Davenport,Peter Coyote,CA,San Francisco,POINT (-122.4183155 37.7192874),9,2026-02-20T16:44:43.000,McLaren Park,-122.4183155,2026-02-20T16:37:46.000,37.7192874
Tales of the City,2019,North Beach,,Universal Television LLC,Netflix,"Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley",Laura Linney,Ellen Page,Murray Bartlett,CA,San Francisco,POINT (-122.4089071 37.7994612),3,2026-02-20T16:44:43.000,North Beach,-122.4089071,2026-02-20T16:37:46.000,37.7994612
I Remember Mama,1948,Grant Avenue (North Beach),,RKO Radio Pictures,RKO Radio Pictures,George Stevens,DeWitt Bodeen,Irene Dunne,Barbara Bel Geddes,Oskar Homolka,CA,San Francisco,POINT (-122.4069694 37.797483),3,2026-02-20T16:44:43.000,Chinatown,-122.4069694,2026-02-20T16:37:46.000,37.797483
Godzilla,2014,Stockton & Clay St,,"Nautilus Productions, LLC",Warner Bros. Pictures,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,CA,San Francisco,POINT (-122.4079258 37.7940728),3,2026-02-20T16:44:43.000,Chinatown,-122.4079258,2026-02-20T16:37:46.000,37.7940728
Chance - Season 1 ep105,2016,"State Garage, 818 Leavenworth",,TVM Productions,HULU,Victoria Morrow,Roxann Dawson,Hugh Laurie,Gretchen Mol,Ethan Suplee,CA,San Francisco,POINT (-122.4151417 37.788739),3,2026-02-20T16:44:43.000,Nob Hill,-122.4151417,2026-02-20T16:37:46.000,37.788739
"Looking ""Special""",2016,"Capital Restaurant, 839 Clay Street","Russell Tovey originally auditioned for the role of Patrick, but was unsuccessful. After the show got picked up, the character of Kevin was written with him in mind.","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,CA,San Francisco,POINT (-122.4070784 37.794012),3,2026-02-20T16:44:43.000,Chinatown,-122.4070784,2026-02-20T16:37:46.000,37.794012
Dreams,2025,2448 Green St.,,Suenos Productions LLC,The Match Factory GmbH,Michel Franco,Michel Franco,Jessica Chastain,Isaac Hernández,Marshall Bell,CA,San Francisco,POINT (-122.4394712 37.7957417),2,2026-02-20T16:44:43.000,Marina,-122.4394712,2026-02-20T16:37:46.000,37.7957417
"Murder in the First, Season 1",2014,Dolores Park,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,CA,San Francisco,POINT (-122.4266135 37.7608223),8,2026-02-20T16:44:43.000,Castro/Upper Market,-122.4266135,2026-02-20T16:37:46.000,37.7608223
Freebie and the Bean,1974,Potrero Hill,The most crooked street in San Francisco is actually Potrero Hill's Vermont Street between 20th St & 22nd St.,Warner Bros. Pictures,American Broadcasting Company (ABC),Richard Rush,Robert Kaufman,Alan Arkin,James Caan,Loretta Swit,CA,San Francisco,POINT (-122.4011391 37.7597412),10,2026-02-20T16:44:43.000,Potrero Hill,-122.4011391,2026-02-20T16:37:46.000,37.7597412
Boys and Girls,2000,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,CA,San Francisco,POINT (-122.4785598 37.8199109),,2026-02-20T16:44:43.000,,-122.4785598,2026-02-20T16:37:46.000,37.8199109
The Pursuit of Happyness,2006,Glen Park Subway Station,,Columbia Pictures Corporation,Columbia Pictures,Steven Conrad,Gabriele Muccino,Will Smith,Jayden C. Smith,,CA,San Francisco,POINT (-122.43352 37.73324),8,2026-02-20T16:44:43.000,West of Twin Peaks,-122.43352,2026-02-20T16:37:46.000,37.73324
Vertigo,1958,Park Hill Sanatorium (351 Buena Vista Avenue East),This location is now a condominium complex.,Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,Barbara Bel Geddes,CA,San Francisco,POINT (-122.4400575 37.7675163),8,2026-02-20T16:44:43.000,Castro/Upper Market,-122.4400575,2026-02-20T16:37:46.000,37.7675163
Summertime,2015,Sansome (Washington to Bush) Pine (Davis to Kearny) Bush: Kearny to Battery,,"Creative Monster Productions, Inc.",9 Distribution,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,CA,San Francisco,POINT (-122.4012161 37.7980022),3,2026-02-20T16:44:43.000,Financial District/South Beach,-122.4012161,2026-02-20T16:37:46.000,37.7980022
Ant-Man and the Wasp: Quantumania,2023,Post between Leavenworth and Montgomery,,Pym Particles Production III LLC,Walt Disney Studios Motion Pictures,Peyton Reed,Jeff Loveness,Paul Rudd,Evangeline Lilly,Jonathan Majors,CA,San Francisco,,,2026-02-20T16:44:43.000,,,2026-02-20T16:37:46.000,
San Andreas,2015,Intersection of Lombard and Hyde,,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb,Dwayne Johnson,,,CA,San Francisco,POINT (-122.4194215 37.8018748),3,2026-02-20T16:44:43.000,Russian Hill,-122.4194215,2026-02-20T16:37:46.000,37.8018748
I Remember Mama,1948,The Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",RKO Radio Pictures,RKO Radio Pictures,George Stevens,DeWitt Bodeen,Irene Dunne,Barbara Bel Geddes,Oskar Homolka,CA,San Francisco,POINT (-122.3936136 37.7954425),3,2026-02-20T16:44:43.000,Financial District/South Beach,-122.3936136,2026-02-20T16:37:46.000,37.7954425
"Budding Prospects, Pilot",2017,951 Hudson Avenue,,Picrow Streaming Inc.,Amazon,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore,CA,San Francisco,POINT (-122.3765797 37.7330388),10,2026-02-20T16:44:43.000,Bayview Hunters Point,-122.3765797,2026-02-20T16:37:46.000,37.7330388
The Dead Pool,1988,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill)",SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County.,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,CA,San Francisco,POINT (-122.405629 37.7555919),10,2026-02-20T16:44:43.000,Mission,-122.405629,2026-02-20T16:37:46.000,37.7555919
The Master,2012,Pier 7/ Embarcadero,,H.H. Project,Weinstein Company,Paul Thomas Anderson,Paul Thomas Anderson,Philip Seymour Hoffman,Joaquin Phoenix,,CA,San Francisco,POINT (-122.3956409 37.7993521),3,2026-02-20T16:44:43.000,Financial District/South Beach,-122.3956409,2026-02-20T16:37:46.000,37.7993521
Bitter Melon,2018,33 Dearborn St,,Bitter Melon Film LLC/Mammoth Pictures,"ABS-CBN, Gravitas Ventures",H.P. Mendoza,H.P. Mendoza,Jon Norman Schneider,Patrick Epino,Brian Rivera,CA,San Francisco,POINT (-122.4228372 37.7627015),9,2026-02-20T16:44:43.000,Mission,-122.4228372,2026-02-20T16:37:46.000,37.7627015
Ant-Man and the Wasp,2018,Missouri St at 18th St,"VFX Plate Shots, chase scene","PYM Particles Productions II, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Chris McKenna,Paul Rudd,Evangeline Lilly,Michael Douglas,CA,San Francisco,POINT (-122.3965516 37.7625922),10,2026-02-20T16:44:43.000,Potrero Hill,-122.3965516,2026-02-20T16:37:46.000,37.7625922
So I Married an Axe Murderer,1993,"Aladdin Terrace (off of Taylor Street, Between Filbert and Union)",,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,CA,San Francisco,POINT (-122.4135849 37.8003832),3,2026-02-20T16:44:43.000,Russian Hill,-122.4135849,2026-02-20T16:37:46.000,37.8003832
Looking Season 2 ep 210,2015,BART Station @ 16th Street & Mission Streets,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,CA,San Francisco,POINT (-122.4195684 37.7653618),9,2026-02-20T16:44:43.000,Mission,-122.4195684,2026-02-20T16:37:46.000,37.7653618
Surface,2022,Waller Street between Scott and Pierce,,"Apple Studios, LLC",Apple TV+,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",Gugu Mbatha-Raw,Oliver Jackson-Cohen,Ari Graynor,CA,San Francisco,POINT (-122.4384872 37.7701519),5,2026-02-20T16:44:43.000,Haight Ashbury,-122.4384872,2026-02-20T16:37:46.000,37.7701519
Blue Jasmine,2013,Lombard & Hyde,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,CA,San Francisco,POINT (-122.4196461 37.8020026),3,2026-02-20T16:44:43.000,Russian Hill,-122.4196461,2026-02-20T16:37:46.000,37.8020026
Nora Prentiss,1947,Belgravia Apartments (795 Sutter Street at Jones),,Warner Bros. Pictures,Warner Bros. Pictures,Vincent Sherman,N. Richard Nash,Ann Sheridan,Kent Smith,Bruce Bennett,CA,San Francisco,POINT (-122.4133224 37.7884549),3,2026-02-20T16:44:43.000,Nob Hill,-122.4133224,2026-02-20T16:37:46.000,37.7884549
The Matrix Resurrections,2021,425 California,,"Adobe Pictures, Inc.",Warner Brothers,Lana Wachowski,"Lana Wachowski, David Mitchell, Aleksander Hemon",Keanu Reeves,Keanu Reeves,Neil Patrick Harris,CA,San Francisco,POINT (-122.4014027 37.7928972),3,2026-02-20T16:44:43.000,Financial District/South Beach,-122.4014027,2026-02-20T16:37:46.000,37.7928972
Ant-Man,2015,601 Buena Vista Ave West at Java St.,,"PYM Particles Productions, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Gabriel Ferrari,Michael Douglas,Paul Rudd,,CA,San Francisco,POINT (-122.443956 37.7669343),8,2026-02-20T16:44:43.000,Haight Ashbury,-122.443956,2026-02-20T16:37:46.000,37.7669343
Woman on the Run,1950,1801 Laguna at Bush,,Fidelity Pictures Corporation,Universal Pictures,Norman Foster,Norman Foster,Ann Sheridan,Dennis O'Keefe,Robert Keith,CA,San Francisco,POINT (-122.428818 37.787744),5,2026-02-20T16:44:43.000,Pacific Heights,-122.428818,2026-02-20T16:37:46.000,37.787744
Ant-Man and the Wasp,2018,Jones St btwn Green and Pacific,Stunt scene involving car jump,"PYM Particles Productions II, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Chris McKenna,Paul Rudd,Evangeline Lilly,Michael Douglas,CA,San Francisco,POINT (-122.41491 37.79596),3,2026-02-20T16:44:43.000,Nob Hill,-122.41491,2026-02-20T16:37:46.000,37.79596
San Andreas,2015,Broadway and Kearney,,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb,Dwayne Johnson,,,CA,San Francisco,POINT (-122.4055295 37.7980264),3,2026-02-20T16:44:43.000,North Beach,-122.4055295,2026-02-20T16:37:46.000,37.7980264
Freebie and the Bean,1974,Stockton Tunnel (Stockton Street at Sutter Street),"Opened in 1914, the Stockton Tunnel was built to provide North Beach residents access to the thriving downtown area.",Warner Bros. Pictures,American Broadcasting Company (ABC),Richard Rush,Robert Kaufman,Alan Arkin,James Caan,Loretta Swit,CA,San Francisco,POINT (-122.4076596 37.7927749),3,2026-02-20T16:44:43.000,Chinatown,-122.4076596,2026-02-20T16:37:46.000,37.7927749
The Game,1997,Merchant Exchange Building (465 California Street),,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,CA,San Francisco,POINT (-122.4021715 37.792255),3,2026-02-20T16:44:43.000,Financial District/South Beach,-122.4021715,2026-02-20T16:37:46.000,37.792255
Chance- Season 1 ep109,2016,60 Leavenworth St.,,TVM Productions,HULU,Sara Gran and Pete Begler,Dan Attias,Hugh Laurie,Gretchen Mol,Ethan Suplee,CA,San Francisco,POINT (-122.4135414 37.7812278),5,2026-02-20T16:44:43.000,Tenderloin,-122.4135414,2026-02-20T16:37:46.000,37.7812278
Basic Instinct,1992,Chinatown,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,CA,San Francisco,POINT (-122.4048082 37.7944675),3,2026-02-20T16:44:43.000,Chinatown,-122.4048082,2026-02-20T16:37:46.000,37.7944675
Chance Season 2,2017,Steiner St between Jackson and Clay St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,CA,San Francisco,POINT (-122.43638 37.79219),2,2026-02-20T16:44:43.000,Pacific Heights,-122.43638,2026-02-20T16:37:46.000,37.79219
Summertime,2015,Montgomery between California and Pine,,"Creative Monster Productions, Inc.",11 Distribution,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,CA,San Francisco,POINT (-122.4035729 37.7892748),3,2026-02-20T16:44:43.000,Financial District/South Beach,-122.4035729,2026-02-20T16:37:46.000,37.7892748
Tales of the City,2019,Clarion Alley,,Universal Television LLC,Netflix,"Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley",Laura Linney,Ellen Page,Murray Bartlett,CA,San Francisco,POINT (-122.420591 37.762998),9,2026-02-20T16:44:43.000,Mission,-122.420591,2026-02-20T16:37:46.000,37.762998
Milk,2008,Duboce Park,,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,CA,San Francisco,POINT (-122.433214 37.769551),8,2026-02-20T16:44:43.000,Haight Ashbury,-122.433214,2026-02-20T16:37:46.000,37.769551
Looking Season 2 ep 204,2015,"Daniel's Pharmacy, 943 Geneva Ave.",,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,CA,San Francisco,POINT (-122.4403648 37.7163236),11,2026-02-20T16:44:43.000,Excelsior,-122.4403648,2026-02-20T16:37:46.000,37.7163236
Cardinal X,2015,Lyon at Chestnut St.,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,Annie Q,Francesca Eastwood,Pierson Fode,CA,San Francisco,POINT (-122.4474995 37.7994009),2,2026-02-20T16:44:43.000,Presidio,-122.4474995,2026-02-20T16:37:46.000,37.7994009
Mother,1996,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Paramount Pictures,Paramount Pictures,Albert Brooks,Albert Brooks,Albert Brooks,Debbie Reynolds,,CA,San Francisco,POINT (-122.4100923 37.7923883),3,2026-02-20T16:44:43.000,Nob Hill,-122.4100923,2026-02-20T16:37:46.000,37.7923883
The Last Black Man in San Francisco,2019,"Portola Rose Garden, 598 Hamilton St at Woolsey St",,"LBMISF, LLC",A24,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,CA,San Francisco,POINT (-122.4093311 37.7241943),9,2026-02-20T16:44:43.000,Portola,-122.4093311,2026-02-20T16:37:46.000,37.7241943
Getting Even with Dad,1994,Embarcadero Street Station- BART,,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),Howard Deutch,Tom S. Parker,Macaulay Culkin,Ted Danson,,CA,San Francisco,POINT (-122.3978612 37.7995205),3,2026-02-20T16:44:43.000,Financial District/South Beach,-122.3978612,2026-02-20T16:37:46.000,37.7995205
